work_order_id,aircraft_id,opened_date,maintenance_type,priority,status,technician_hours,parts_cost_eur,downtime_hours
WO101927,OH-A134,2025-05-21,Inspection,High,Closed,11.3,843.55,12.7
WO101928,OH-A128,2025-06-01,Scheduled,Medium,Open,7.5,261.41,6.3
WO101929,OH-A110,2025-06-26,Engine,Medium,Open,2.4,877.9,5.3
WO101930,OH-A105,2025-10-17,Inspection,Medium,Closed,6.3,1564.2,3.0
WO101931,OH-A104,2025-09-09,Scheduled,Low,Closed,9.9,940.32,4.4
WO101932,OH-A114,2025-02-02,Unscheduled,High,Closed,3.7,735.02,3.4
WO101933,OH-A137,2025-02-18,Scheduled,Low,Closed,11.9,948.1,2.8
WO101934,OH-A136,2025-08-08,Unscheduled,Low,Closed,6.6,598.81,4.8
WO101935,OH-A137,2025-11-03,Scheduled,Low,Closed,9.8,942.8,10.3
WO101936,OH-A132,2025-12-18,Cabin,Low,Closed,9.8,124.74,8.2
WO101937,OH-A124,2025-11-23,Inspection,Medium,Closed,10.0,374.47,6.6
WO101938,OH-A117,2025-08-26,Cabin,High,In Progress,4.9,597.13,11.1
WO101939,OH-A134,2025-03-28,Scheduled,Low,Closed,14.8,374.3,5.6
WO101940,OH-A109,2025-01-30,Unscheduled,Low,Closed,13.2,4926.51,9.9
WO101941,OH-A103,2025-09-26,Cabin,Medium,Closed,7.1,333.14,12.4
WO101942,OH-A139,2025-11-28,Inspection,High,Closed,3.1,67.86,1.6
WO101943,OH-A122,2025-05-28,Scheduled,High,Closed,5.1,426.29,8.1
WO101944,OH-A129,2025-02-17,Cabin,Critical,Closed,4.9,923.63,10.7
WO101945,OH-A145,2025-09-25,Scheduled,Low,Closed,2.3,168.53,10.3
WO101946,OH-A132,2025-05-15,Scheduled,Medium,Closed,4.3,388.89,8.4
WO101947,OH-A136,2025-08-21,Component Replacement,Medium,Closed,0.5,374.95,5.8
WO101948,OH-A122,2025-03-08,Component Replacement,Low,Closed,8.8,380.09,7.2
WO101949,OH-A115,2025-05-11,Inspection,Medium,Closed,5.9,221.8,2.1
WO101950,OH-A116,2025-09-21,Scheduled,Medium,Closed,10.1,1208.26,17.7
WO101951,OH-A143,2025-11-09,Scheduled,Medium,Closed,5.5,3524.26,1.9
WO101952,OH-A118,2025-04-07,Unscheduled,Low,Open,2.2,174.25,5.0
WO101953,OH-A144,2025-10-19,Unscheduled,Medium,Closed,3.0,109.19,8.2
WO101954,OH-A101,2025-04-06,Scheduled,Medium,Closed,6.4,260.47,2.9
WO101955,OH-A114,2025-09-26,Inspection,Low,Closed,6.4,1647.51,6.8
WO101956,OH-A145,2025-05-31,Cabin,Low,In Progress,4.3,311.68,12.8
WO101957,OH-A127,2025-09-14,Cabin,Medium,Closed,4.2,581.87,11.5
WO101958,OH-A117,2025-04-15,Component Replacement,Low,Closed,10.4,162.01,8.1
WO101959,OH-A108,2025-01-31,Scheduled,Low,Closed,1.8,2401.4,9.1
WO101960,OH-A123,2025-10-14,Unscheduled,Low,Closed,7.9,300.25,0.9
WO101961,OH-A145,2025-01-03,Cabin,Low,Closed,5.6,517.71,3.6
WO101962,OH-A117,2025-07-12,Scheduled,Low,Closed,10.4,182.01,5.4
WO101963,OH-A123,2025-01-22,Scheduled,High,Closed,18.0,165.31,6.5
WO101964,OH-A117,2025-07-22,Scheduled,High,Closed,2.8,401.97,13.2
WO101965,OH-A141,2025-02-09,Inspection,Low,Closed,9.4,447.68,22.7
WO101966,OH-A132,2025-02-28,Cabin,Medium,Open,9.2,956.02,7.1
WO101967,OH-A129,2025-12-26,Unscheduled,Low,Closed,3.9,74.61,6.9
WO101968,OH-A132,2025-11-30,Inspection,Low,Closed,4.8,155.87,8.0
WO101969,OH-A119,2025-06-12,Inspection,High,Closed,5.8,202.91,4.7
WO101970,OH-A138,2025-05-08,Engine,Critical,Closed,9.0,454.91,19.1
WO101971,OH-A129,2025-09-11,Scheduled,Low,Open,6.9,130.38,4.3
WO101972,OH-A103,2025-05-18,Inspection,High,Closed,13.5,366.71,4.4
WO101973,OH-A117,2025-02-25,Cabin,Medium,Closed,3.6,211.94,5.6
WO101974,OH-A141,2025-03-30,Cabin,High,Closed,6.3,352.28,20.7
WO101975,OH-A112,2025-08-14,Unscheduled,Medium,In Progress,7.8,185.92,10.7
WO101976,OH-A145,2025-12-17,Scheduled,Medium,Closed,5.4,146.71,8.0
WO101977,OH-A139,2025-08-27,Cabin,High,Closed,3.3,536.5,6.6
WO101978,OH-A147,2025-08-10,Cabin,Medium,Closed,12.1,1227.8,7.6
WO101979,OH-A138,2025-10-14,Scheduled,Critical,Closed,7.6,909.98,3.7
WO101980,OH-A106,2025-01-23,Scheduled,Medium,Closed,1.8,1227.45,1.4
WO101981,OH-A109,2025-08-16,Scheduled,Critical,Closed,4.4,1380.27,13.9
WO101982,OH-A123,2025-03-12,Inspection,High,Closed,3.8,343.59,3.2
WO101983,OH-A117,2025-06-03,Unscheduled,Medium,Closed,15.3,2619.97,18.6
WO101984,OH-A145,2025-06-25,Scheduled,Medium,Open,5.6,859.3,10.9
WO101985,OH-A140,2025-09-24,Component Replacement,High,Closed,13.8,156.04,7.1
WO101986,OH-A136,2025-03-10,Scheduled,Medium,Closed,8.5,206.71,10.3
WO101987,OH-A145,2025-12-15,Cabin,Medium,In Progress,8.2,469.14,8.7
WO101988,OH-A102,2025-08-09,Unscheduled,Low,In Progress,4.3,973.15,7.7
WO101989,OH-A133,2025-05-08,Unscheduled,Low,Closed,5.6,320.91,8.1
WO101990,OH-A141,2025-04-23,Cabin,Low,Closed,2.7,152.77,14.0
WO101991,OH-A146,2025-02-07,Scheduled,Low,Open,11.2,889.34,10.5
WO101992,OH-A140,2025-05-08,Scheduled,Medium,Closed,11.2,132.04,7.4
WO101993,OH-A138,2025-02-12,Unscheduled,Medium,Closed,8.2,546.69,12.6
WO101994,OH-A137,2025-10-15,Inspection,Low,In Progress,6.9,421.22,19.9
WO101995,OH-A106,2025-10-17,Unscheduled,Medium,Closed,6.1,105.38,7.3
WO101996,OH-A119,2025-07-11,Cabin,Low,Closed,15.2,2385.81,5.0
WO101997,OH-A142,2025-12-19,Cabin,Medium,Closed,12.2,410.23,13.1
WO101998,OH-A130,2025-02-11,Scheduled,Medium,Closed,7.6,123.23,7.4
WO101999,OH-A112,2025-11-17,Scheduled,High,Closed,4.9,423.5,15.7
WO102000,OH-A134,2025-05-16,Inspection,Medium,Closed,4.6,71.51,3.7
WO102001,OH-A101,2025-10-04,Cabin,High,Closed,14.6,578.88,5.9
WO102002,OH-A119,2025-11-24,Scheduled,Medium,Closed,4.0,954.41,23.8
WO102003,OH-A136,2025-02-16,Unscheduled,High,Closed,6.3,6014.23,5.8
WO102004,OH-A137,2025-11-05,Scheduled,Medium,Closed,9.1,444.9,16.0
WO102005,OH-A124,2025-12-29,Cabin,Critical,Closed,10.7,208.74,4.9
WO102006,OH-A113,2025-10-05,Scheduled,Medium,Closed,8.0,496.07,12.5
WO102007,OH-A123,2025-02-23,Inspection,High,Closed,7.0,1703.34,4.2
WO102008,OH-A108,2025-11-04,Scheduled,High,Closed,6.8,665.74,13.3
WO102009,OH-A144,2025-04-12,Inspection,High,Closed,5.9,927.67,6.7
WO102010,OH-A141,2025-02-03,Unscheduled,Medium,Closed,3.3,862.69,5.9
WO102011,OH-A134,2025-08-23,Inspection,Low,Closed,10.0,669.37,6.8
WO102012,OH-A116,2025-02-14,Scheduled,Medium,Closed,5.0,99.3,8.2
WO102013,OH-A106,2025-07-27,Scheduled,High,Closed,2.9,94.04,9.2
WO102014,OH-A102,2025-01-07,Scheduled,Critical,Open,3.5,83.15,3.4
WO102015,OH-A118,2025-09-28,Engine,High,Closed,7.5,121.82,9.9
WO102016,OH-A139,2025-02-15,Component Replacement,Medium,Closed,9.7,136.68,2.8
WO102017,OH-A117,2025-09-02,Scheduled,High,Closed,7.4,2590.81,14.6
WO102018,OH-A138,2025-10-28,Unscheduled,Medium,Closed,6.2,198.97,10.3
WO102019,OH-A108,2025-02-05,Unscheduled,Medium,Closed,6.5,445.8,10.3
WO102020,OH-A138,2025-01-14,Scheduled,Medium,Closed,4.1,316.12,13.3
WO102021,OH-A103,2025-11-17,Engine,Medium,Closed,11.3,489.56,10.6
WO102022,OH-A116,2025-06-19,Unscheduled,Medium,Closed,3.6,432.71,20.5
WO102023,OH-A107,2025-07-04,Inspection,Medium,Closed,8.1,114.9,4.3
WO102024,OH-A128,2025-04-01,Inspection,Medium,Closed,10.9,733.44,3.3
WO102025,OH-A109,2025-06-23,Cabin,Medium,Closed,7.7,204.42,20.9
WO102026,OH-A100,2025-10-31,Component Replacement,Low,Closed,9.3,197.68,10.6
WO102027,OH-A115,2025-11-05,Scheduled,Medium,Closed,4.3,296.94,11.3
WO102028,OH-A100,2025-10-21,Scheduled,Low,Closed,7.9,905.93,4.0
WO102029,OH-A118,2025-04-16,Unscheduled,Low,In Progress,10.5,216.03,10.9
WO102030,OH-A112,2025-10-07,Scheduled,Low,Closed,10.0,442.21,7.6
WO102031,OH-A144,2025-06-14,Unscheduled,Low,Closed,10.6,603.56,12.4
WO102032,OH-A125,2025-05-19,Cabin,High,Open,5.6,521.56,8.5
WO102033,OH-A121,2025-04-30,Scheduled,High,Closed,11.7,493.77,7.6
WO102034,OH-A128,2025-12-04,Component Replacement,Medium,Closed,7.2,99.13,8.6
WO102035,OH-A106,2025-03-05,Scheduled,Medium,Closed,5.5,458.0,5.4
WO102036,OH-A106,2025-11-23,Scheduled,Medium,Closed,14.7,161.63,6.2
WO102037,OH-A107,2025-11-29,Scheduled,High,Closed,1.8,69.41,16.4
WO102038,OH-A141,2025-08-26,Scheduled,Medium,In Progress,6.9,254.0,11.1
WO102039,OH-A135,2025-01-10,Scheduled,Low,Closed,4.5,240.12,7.3
WO102040,OH-A146,2025-08-12,Cabin,High,Closed,10.0,7786.87,11.0
WO102041,OH-A139,2025-02-12,Inspection,Medium,Closed,4.3,1070.84,10.0
WO102042,OH-A105,2025-05-03,Scheduled,High,Closed,2.4,883.86,6.3
WO102043,OH-A107,2025-01-28,Scheduled,High,In Progress,5.2,268.34,5.4
WO102044,OH-A139,2025-09-26,Cabin,Medium,Closed,5.6,335.2,6.2
WO102045,OH-A126,2025-06-26,Scheduled,High,Closed,4.8,5279.4,15.0
WO102046,OH-A129,2025-12-09,Scheduled,Low,Closed,3.0,213.59,7.3
WO102047,OH-A111,2025-09-07,Engine,Medium,Closed,6.2,520.57,16.2
WO102048,OH-A124,2025-04-26,Inspection,Medium,Closed,2.1,2543.52,5.9
WO102049,OH-A143,2025-10-10,Scheduled,High,Closed,6.1,195.65,5.0
WO102050,OH-A123,2025-04-15,Inspection,Medium,Closed,6.3,468.62,7.5
WO102051,OH-A133,2025-04-09,Unscheduled,Low,Closed,13.9,396.17,9.6
WO102052,OH-A135,2025-04-07,Inspection,Low,Closed,7.5,165.87,8.6
WO102053,OH-A144,2025-09-17,Scheduled,Medium,Closed,2.1,875.64,10.4
WO102054,OH-A110,2025-12-25,Cabin,Medium,Closed,8.6,132.25,10.6
WO102055,OH-A143,2025-11-08,Inspection,Medium,Closed,15.1,876.43,12.1
WO102056,OH-A129,2025-07-17,Scheduled,Medium,Closed,4.3,619.89,4.1
WO102057,OH-A139,2025-01-04,Inspection,Medium,Closed,6.3,990.23,5.5
WO102058,OH-A112,2025-12-20,Unscheduled,Low,Closed,5.6,332.22,8.9
WO102059,OH-A105,2025-05-20,Cabin,Low,Closed,6.5,595.53,6.4
WO102060,OH-A104,2025-08-14,Scheduled,High,Closed,0.9,1125.72,7.6
WO102061,OH-A118,2025-06-04,Unscheduled,Medium,Closed,6.4,98.6,8.2
WO102062,OH-A126,2025-04-18,Component Replacement,Medium,Closed,6.2,120.49,7.0
WO102063,OH-A113,2025-04-21,Scheduled,Medium,Closed,4.6,721.8,6.3
WO102064,OH-A112,2025-08-03,Unscheduled,Low,Closed,5.9,918.72,4.7
WO102065,OH-A139,2025-06-06,Component Replacement,Low,Open,6.9,461.97,7.2
WO102066,OH-A135,2025-02-26,Component Replacement,High,Closed,7.3,1012.28,6.1
WO102067,OH-A130,2025-05-18,Unscheduled,Low,Closed,8.0,280.84,12.8
WO102068,OH-A131,2025-06-13,Unscheduled,Low,Closed,12.4,1432.45,11.3
WO102069,OH-A140,2025-08-17,Inspection,Medium,Closed,9.2,375.17,4.0
WO102070,OH-A110,2025-06-11,Cabin,High,Closed,7.3,185.17,19.0
WO102071,OH-A145,2025-03-13,Inspection,Medium,Closed,5.5,1677.18,6.3
WO102072,OH-A141,2025-07-30,Inspection,Medium,Closed,18.6,922.3,3.2
WO102073,OH-A116,2025-11-02,Engine,High,Closed,2.1,257.16,5.8
WO102074,OH-A116,2025-05-22,Unscheduled,High,In Progress,8.0,262.36,2.9
WO102075,OH-A108,2025-08-20,Unscheduled,Medium,Closed,10.2,735.74,3.2
WO102076,OH-A134,2025-06-16,Inspection,Low,Closed,6.9,148.33,31.7
WO102077,OH-A114,2025-04-19,Unscheduled,Medium,Closed,4.4,555.87,12.5
WO102078,OH-A112,2025-11-16,Unscheduled,High,Closed,8.5,340.79,3.7
WO102079,OH-A132,2025-12-18,Scheduled,Medium,Closed,3.5,500.08,2.4
WO102080,OH-A109,2025-03-07,Inspection,Critical,Closed,10.2,53.45,7.6
WO102081,OH-A105,2025-08-16,Inspection,Medium,Closed,3.3,162.87,2.1
WO102082,OH-A141,2025-12-03,Engine,Low,Closed,13.1,519.92,7.3
WO102083,OH-A101,2025-07-16,Scheduled,Medium,Closed,8.6,1155.88,10.1
WO102084,OH-A144,2025-07-16,Cabin,High,Closed,7.1,353.84,10.5
WO102085,OH-A132,2025-12-17,Scheduled,Low,Closed,6.0,830.94,3.7
WO102086,OH-A116,2025-08-18,Component Replacement,Medium,Open,6.4,91.69,9.2
WO102087,OH-A127,2025-11-06,Inspection,Medium,Closed,3.8,257.6,14.6
WO102088,OH-A115,2025-02-08,Unscheduled,Medium,Closed,6.9,533.71,6.4
WO102089,OH-A119,2025-08-04,Cabin,Medium,Closed,5.2,379.04,3.6
WO102090,OH-A133,2025-02-23,Unscheduled,Medium,Open,5.0,864.9,6.2
WO102091,OH-A143,2025-03-16,Scheduled,High,Closed,18.0,312.04,4.0
WO102092,OH-A110,2025-09-25,Inspection,Medium,Closed,5.3,315.1,37.1
WO102093,OH-A125,2025-11-14,Inspection,High,Closed,5.8,775.59,13.2
WO102094,OH-A141,2025-11-25,Component Replacement,Low,In Progress,11.4,235.71,11.5
WO102095,OH-A100,2025-10-07,Unscheduled,Medium,In Progress,3.8,162.77,2.4
WO102096,OH-A100,2025-07-09,Scheduled,Low,Closed,13.0,642.17,3.0
WO102097,OH-A129,2025-06-08,Unscheduled,Low,Closed,5.6,153.9,6.7
WO102098,OH-A106,2025-03-03,Inspection,Medium,Closed,4.1,1666.6,6.0
WO102099,OH-A147,2025-10-14,Inspection,Medium,Closed,2.0,63.94,5.2
WO102100,OH-A105,2025-10-18,Engine,Low,Closed,12.1,299.39,15.8
WO102101,OH-A135,2025-02-16,Scheduled,High,In Progress,4.8,2052.12,27.6
WO102102,OH-A115,2025-12-01,Inspection,Medium,Unknown,5.5,2909.8,5.2
WO102103,OH-A144,2025-05-01,Cabin,Critical,Closed,5.6,368.25,1.6
WO102104,OH-A141,2025-09-02,Unscheduled,High,Closed,4.8,1216.79,5.4
WO102105,OH-A138,2025-02-16,Unscheduled,Medium,Closed,8.5,875.78,15.3
WO102106,OH-A130,2025-03-08,Cabin,Medium,Closed,10.6,246.77,13.2
WO102107,OH-A110,2025-08-09,Scheduled,High,Closed,18.6,643.68,8.2
WO102108,OH-A105,2025-05-31,Inspection,Medium,Closed,13.5,170.45,11.5
WO102109,OH-A112,2025-01-10,Unscheduled,Medium,Closed,7.0,84.6,6.3
WO102110,OH-A103,2025-12-10,Scheduled,Medium,Closed,10.3,667.99,5.0
WO102111,OH-A137,2025-11-20,Component Replacement,Low,Open,15.6,708.5,4.3
WO102112,OH-A113,2025-03-11,Scheduled,High,Open,11.1,123.29,7.9
WO102113,OH-A121,2025-08-26,Cabin,Low,Closed,7.3,349.77,5.5
WO102114,OH-A129,2025-03-04,Unscheduled,Low,Closed,8.6,123.21,3.8
WO102115,OH-A133,2025-09-19,Scheduled,Medium,Closed,13.0,254.34,8.9
WO102116,OH-A128,2025-09-14,Scheduled,High,Closed,1.7,260.74,5.9
WO102117,OH-A135,2025-09-30,Engine,High,Closed,6.0,846.29,15.7
WO102118,OH-A105,2025-07-18,Unscheduled,Medium,Closed,1.4,244.67,10.0
WO102119,OH-A113,2025-01-09,Scheduled,Medium,Closed,3.2,114.23,22.7
WO102120,OH-A136,2025-03-16,Scheduled,Medium,Closed,1.0,2243.36,10.6
WO102121,OH-A134,2025-12-28,Inspection,Low,Closed,5.7,661.76,7.5
WO102122,OH-A130,2025-08-14,Scheduled,Low,Closed,14.8,988.34,14.1
WO102123,OH-A145,2025-05-05,Cabin,High,Closed,12.2,741.14,21.1
WO102124,OH-A147,2025-12-08,Scheduled,High,Closed,4.1,1033.85,2.1
WO102125,OH-A104,2025-06-07,Scheduled,Low,Open,8.6,624.25,14.2
WO102126,OH-A126,2025-11-09,Unscheduled,Medium,Closed,3.6,642.35,7.9
WO102127,OH-A143,2025-10-22,Scheduled,Critical,Closed,7.1,458.21,10.7
WO102128,OH-A115,2025-01-03,Component Replacement,Medium,Open,13.9,260.06,22.2
WO102129,OH-A102,2025-12-06,Cabin,Medium,Closed,2.9,979.14,8.3
WO102130,OH-A105,2025-11-17,Inspection,Low,Closed,7.9,309.64,3.6
WO102131,OH-A134,2025-12-29,Engine,Medium,Closed,10.1,453.84,2.6
WO102132,OH-A144,2025-08-17,Engine,Medium,Open,4.7,584.11,21.8
WO102133,OH-A133,2025-09-12,Scheduled,Medium,Open,7.8,635.58,9.9
WO102134,OH-A101,2025-04-08,Scheduled,Medium,Closed,4.0,146.3,8.3
WO102135,OH-A119,2025-02-25,Inspection,Medium,Closed,7.3,493.34,20.2
WO102136,OH-A116,2025-02-04,Cabin,Medium,Closed,7.3,145.36,4.8
WO102137,OH-A143,2025-03-06,Engine,Medium,Closed,2.6,482.31,4.8
WO102138,OH-A125,2025-12-21,Inspection,Low,Closed,2.3,879.87,24.4
WO102139,OH-A111,2025-04-11,Scheduled,Medium,Closed,2.0,2440.27,4.3
WO102140,OH-A127,2025-01-11,Component Replacement,Medium,Closed,8.9,718.88,3.1
WO102141,OH-A135,2025-09-08,Inspection,Low,Open,8.1,957.15,24.2
WO102142,OH-A127,2025-03-09,Cabin,High,Closed,6.9,135.94,13.9
WO102143,OH-A120,2025-07-06,Component Replacement,Medium,Closed,5.8,691.02,7.8
WO102144,OH-A134,2025-09-03,Scheduled,High,Closed,10.5,132.23,31.5
WO102145,OH-A114,2025-07-29,Inspection,High,Closed,5.4,1342.71,5.8
WO102146,OH-A106,2025-10-04,Unscheduled,Low,Closed,4.3,138.9,12.1
WO102147,OH-A141,2025-01-07,Unscheduled,Low,Closed,3.1,151.85,11.2
WO102148,OH-A134,2025-04-08,Inspection,Low,Closed,6.6,858.11,20.5
WO102149,OH-A135,2025-05-29,Cabin,High,Open,7.5,2164.12,4.7
WO102150,OH-A142,2025-09-27,Component Replacement,Medium,Closed,1.3,1161.95,24.2
WO102151,OH-A134,2025-07-17,Scheduled,Medium,Closed,6.4,283.16,29.5
WO102152,OH-A101,2025-10-07,Scheduled,Low,In Progress,9.8,150.0,18.3
WO102153,OH-A140,2025-09-28,Unscheduled,Low,Closed,5.5,263.0,5.2
WO102154,OH-A101,2025-10-20,Inspection,Medium,Open,21.0,457.47,9.7
WO102155,OH-A133,2025-08-10,Inspection,Medium,Closed,6.6,373.38,11.2
WO102156,OH-A147,2025-10-03,Unscheduled,Medium,Closed,5.0,144.19,10.9
WO102157,OH-A119,2025-09-05,Unscheduled,Low,In Progress,5.2,1459.96,2.6
WO102158,OH-A114,2025-01-12,Component Replacement,High,Closed,8.2,1492.08,13.1
WO102159,OH-A144,2025-04-13,Scheduled,High,Closed,18.4,2656.99,10.2
WO102160,OH-A121,2025-11-22,Inspection,Medium,Closed,4.3,76.67,7.6
WO102161,OH-A144,2025-02-03,Engine,Medium,Closed,9.3,179.71,8.1
WO102162,OH-A114,2025-07-25,Scheduled,High,Closed,7.9,518.45,32.3
WO102163,OH-A108,2025-10-07,Scheduled,Medium,Closed,14.1,405.38,18.5
WO102164,OH-A126,2025-06-07,Inspection,Low,Closed,4.2,257.35,2.2
WO102165,OH-A117,2025-03-07,Scheduled,Medium,Closed,8.6,171.37,7.6
WO102166,OH-A134,2025-01-09,Unscheduled,Low,Closed,11.3,148.75,16.4
WO102167,OH-A114,2025-08-29,Cabin,Low,Closed,9.2,3059.94,18.7
WO102168,OH-A136,2025-08-04,Scheduled,High,Closed,10.6,96.84,10.7
WO102169,OH-A117,2025-09-10,Cabin,High,Closed,5.4,84.99,3.8
WO102170,OH-A117,2025-03-01,Scheduled,Medium,Closed,7.6,122.95,3.5
WO102171,OH-A134,2025-06-20,Unscheduled,High,Closed,12.6,488.92,12.9
WO102172,OH-A112,2025-07-19,Scheduled,High,Closed,2.4,307.04,6.6
WO102173,OH-A113,2025-11-02,Component Replacement,Medium,Closed,5.5,610.1,4.3
WO102174,OH-A126,2025-03-11,Cabin,High,Closed,4.0,199.0,1.0
WO102175,OH-A115,2025-09-11,Unscheduled,High,Closed,3.9,440.57,2.8
WO102176,OH-A118,2025-09-09,Cabin,Low,Closed,8.0,439.12,10.0
WO102177,OH-A116,2025-08-05,Component Replacement,High,Closed,7.9,1948.43,7.2
WO102178,OH-A129,2025-02-02,Cabin,Critical,Closed,5.6,2389.9,20.0
WO102179,OH-A116,2025-02-13,Inspection,Low,Closed,7.3,346.91,3.3
WO102180,OH-A129,2025-08-08,Inspection,Medium,Closed,6.4,948.55,5.2
WO102181,OH-A111,2025-08-16,Cabin,Low,Closed,2.1,474.55,5.9
WO102182,OH-A142,2025-08-23,Component Replacement,Medium,Open,3.1,871.97,9.4
WO102183,OH-A145,2025-10-10,Engine,Medium,Closed,9.3,592.8,5.9
WO102184,OH-A100,2025-05-25,Scheduled,Low,Closed,3.6,842.12,4.7
WO102185,OH-A105,2025-04-19,Scheduled,Medium,Closed,5.5,946.78,10.9
WO102186,OH-A104,2025-12-01,Inspection,Medium,Open,8.3,616.82,9.0
WO102187,OH-A108,2025-09-10,Scheduled,Low,Closed,7.8,,14.2
WO102188,OH-A137,2025-07-12,Unscheduled,Medium,Closed,4.5,1144.61,7.1
WO102189,OH-A111,2025-07-23,Engine,High,Closed,6.7,352.61,17.6
WO102190,OH-A128,2025-10-01,Inspection,Low,Open,5.4,226.76,4.4
WO102191,OH-A112,2025-04-24,Cabin,Medium,Closed,6.2,85.27,12.9
WO102192,OH-A103,2025-06-12,Unscheduled,Low,Closed,13.8,617.27,15.1
WO102193,OH-A104,2025-01-16,Scheduled,Low,Closed,8.6,806.18,1.2
WO102194,OH-A145,2025-10-16,Scheduled,Medium,Closed,6.2,71.96,13.1
WO102195,OH-A126,2025-07-02,Cabin,Low,Closed,6.8,218.38,7.8
WO102196,OH-A131,2025-11-24,Unscheduled,Medium,Closed,1.3,854.92,9.5
WO102197,OH-A109,2025-04-19,Cabin,Low,Open,23.5,349.44,19.7
WO102198,OH-A123,2025-05-31,Unscheduled,High,Closed,12.5,426.35,8.3
WO102199,OH-A131,2025-01-20,Scheduled,Low,Closed,5.2,1004.9,4.2
WO102200,OH-A137,2025-12-20,Component Replacement,High,In Progress,2.0,362.08,12.4
WO102201,OH-A131,2025-05-06,Inspection,Medium,Closed,5.4,592.47,7.4
WO102202,OH-A128,2025-02-25,Inspection,Low,Closed,11.4,136.88,8.5
WO102203,OH-A129,2025-08-12,Unscheduled,Low,Closed,10.6,573.38,7.9
WO102204,OH-A117,2025-11-05,Unscheduled,Medium,Closed,6.6,105.76,13.8
WO102205,OH-A133,2025-02-10,Engine,High,Closed,16.5,110.3,10.8
WO102206,OH-A114,2025-07-11,Scheduled,Medium,Closed,5.9,243.85,8.5
WO102207,OH-A134,2025-06-22,Scheduled,Medium,Open,5.6,698.43,10.4
WO102208,OH-A121,2025-02-20,Scheduled,High,Closed,8.3,425.17,4.3
WO102209,OH-A127,2025-04-11,Unscheduled,Low,Closed,4.2,183.23,13.1
WO102210,OH-A122,2025-08-17,Engine,Medium,Open,4.8,970.18,11.0
WO102211,OH-A127,2025-12-28,Inspection,Low,Open,9.4,554.88,21.3
WO102212,OH-A134,2025-02-17,Cabin,High,In Progress,3.9,1147.17,5.6
WO102213,OH-A113,2025-08-18,Inspection,High,Open,8.3,165.55,5.7
WO102214,OH-A122,2025-11-20,Unscheduled,Low,Closed,10.9,1693.05,9.8
WO102215,OH-A119,2025-10-03,Inspection,Low,Closed,5.2,1962.39,8.3
WO102216,OH-A100,2025-10-25,Cabin,Medium,Closed,5.8,1003.88,4.2
WO102217,OH-A140,2025-12-01,Scheduled,Medium,Closed,7.1,657.12,3.6
WO102218,OH-A132,2025-08-27,Unscheduled,Medium,Closed,3.9,662.78,17.1
WO102219,OH-A102,2025-01-14,Unscheduled,Medium,Closed,5.1,561.53,5.2
WO102220,OH-A103,2025-03-27,Cabin,Low,Closed,2.5,102.19,7.1
WO102221,OH-A144,2025-05-31,Scheduled,Medium,Closed,3.4,221.7,3.3
WO102222,OH-A140,2025-12-18,Scheduled,Low,Closed,6.3,363.57,29.6
WO102223,OH-A135,2025-03-18,Inspection,Medium,Closed,8.0,143.97,5.4
WO102224,OH-A133,2025-11-08,Inspection,Medium,Closed,8.0,1694.03,7.7
WO102225,OH-A140,2025-08-20,Unscheduled,Medium,Closed,4.5,665.38,2.5
WO102226,OH-A128,2025-09-19,Inspection,High,Closed,4.5,2397.9,9.5
WO102227,OH-A100,2025-02-08,Inspection,Medium,Closed,4.9,889.04,24.9
WO102228,OH-A121,2025-05-14,Unscheduled,Medium,Closed,6.6,99.81,3.6
WO102229,OH-A115,2025-06-19,Unscheduled,High,Closed,3.4,1490.66,9.7
WO102230,OH-A108,2025-06-26,Scheduled,Medium,Closed,2.3,257.07,6.3
WO102231,OH-A141,2025-11-17,Component Replacement,High,In Progress,7.2,1578.98,8.6
WO102232,OH-A131,2025-05-04,Unscheduled,High,Closed,4.6,1822.72,6.7
WO102233,OH-A143,2025-11-14,Inspection,Medium,Open,8.1,1558.83,3.2
WO102234,OH-A105,2025-11-07,Unscheduled,Low,Closed,16.9,1180.15,10.3
WO102235,OH-A146,2025-08-23,Scheduled,Low,Closed,4.7,622.28,14.4
WO102236,OH-A129,2025-04-23,Component Replacement,Medium,Open,8.4,399.29,6.5
WO102237,OH-A127,2025-02-06,Unscheduled,Low,Closed,1.6,2657.39,17.0
WO102238,OH-A108,2025-03-28,Scheduled,Medium,Closed,5.3,529.74,17.1
WO102239,OH-A129,2025-08-10,Cabin,Low,Closed,6.9,274.44,14.5
WO102240,OH-A128,2025-03-20,Cabin,Low,Closed,1.4,627.61,4.0
WO102241,OH-A133,2025-11-26,Component Replacement,Medium,Closed,13.0,1272.62,12.3
WO102242,OH-A107,2025-05-27,Inspection,Low,Closed,4.0,1226.61,11.5
WO102243,OH-A130,2025-04-13,Inspection,Low,Closed,10.1,136.17,4.6
WO102244,OH-A104,2025-08-16,Unscheduled,Medium,Closed,8.8,1188.33,6.1
WO102245,OH-A103,2025-02-26,Scheduled,High,Closed,14.6,803.79,8.7
WO102246,OH-A122,2025-10-31,Inspection,Medium,Open,1.6,285.58,5.9
WO102247,OH-A105,2025-07-20,Component Replacement,High,Closed,7.6,176.9,7.8
WO102248,OH-A134,2025-12-04,Unscheduled,Low,Closed,6.1,1685.95,21.8
